code,description
55159110,"woven fabrics containing predominantly, but < 85% synthetic staple fibres, mixed principally or solely with man-made filament, unbleached or bleached (excl. those of acrylic, modacrylic or polyester staple fibres)"
551522,"woven fabrics containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed principally or solely with carded wool or carded fine animal hair"
55152211,"woven fabrics containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed principally or solely with carded wool or carded fine animal hair, unbleached or bleached"
55152219,"woven fabrics containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed principally or solely with carded wool or carded fine animal hair, dyed, made of yarn of different colours, or printed"
55152291,"woven fabrics containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed principally or solely with combed wool or combed fine animal hair, unbleached or bleached"
551511,"woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with viscose staple fibres"
55151110,"woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with viscose staple fibres, unbleached or bleached"
55151130,"woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with viscose staple fibres, printed"
55151190,"woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with viscose staple fibres, dyed, or made of yarn of different colours"
55151319,"woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with carded wool or carded fine animal hair, dyed, made of yarn of different colours, or printed"
55151391,"woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with combed wool or combed fine animal hair, unbleached or bleached"
55151399,"woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with combed wool or combed fine animal hair, dyed, made of yarn of different colours, or printed"
55151290,"woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with man-made filament, dyed or made of yarn of different colours"
551513,"woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton or fine animal hair"
55151311,"woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with carded wool or carded fine animal hair, unbleached or bleached"
55152110,"woven fabrics containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed principally or solely with man-made filament, unbleached or bleached"
55152130,"woven fabrics containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed principally or solely with man-made filament, printed"
55152190,"woven fabrics containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed principally or solely with man-made filament, dyed or made of yarn of different colours"
551512,"woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with man-made filament"
55151210,"woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with man-made filament, unbleached or bleached"
55151230,"woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with man-made filament, printed"
55091100,single yarn containing >= 85% nylon or other polyamide staple fibres by weight (excl. sewing thread and yarn put up for retail sale)
55091200,"multiple ""folded"" or cabled yarn containing >= 85% nylon or other polyamide staple fibres by weight (excl. sewing thread and yarn put up for retail sale)"
55092100,single yarn containing >= 85% polyester staple fibres by weight (excl. sewing thread and yarn put up for retail sale)
55094200,"multiple ""folded"" or cabled yarn containing >= 85% synthetic staple fibres by weight (excl. sewing thread, yarn put up for retail sale and yarn of acrylic, modacrylic, polyester, nylon or other polyamide staple fibres)"
55095100,"yarn containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with artificial staple fibres (excl. sewing thread and yarn put up for retail sale)"
55095200,"yarn containing > 50% to < 85% polyester staple fibres by weight, mixed principally or solely with wool or fine animal hair (excl. sewing thread and yarn put up for retail sale)"
55095300,"yarn containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton (excl. sewing thread and yarn put up for retail sale)"
55095900,"yarn containing predominantly, but < 85% polyester staple fibres by weight, other than that mixed principally or solely with cotton, wool, fine animal hair or artificial staple fibres (excl. sewing thread and yarn put up for retail sale)"
55096100,"yarn containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed principally or solely with wool or fine animal hair (excl. sewing thread and yarn put up for retail sale)"
55096200,"yarn containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed principally or solely with cotton (excl. sewing thread and yarn put up for retail sale)"
55096900,"yarn containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, other than that mixed principally or solely with cotton, wool or fine animal hair (excl. sewing thread and yarn put up for retail sale)"
55099100,"yarn containing predominantly, but < 85% synthetic staple fibres by weight, mixed principally or solely with wool or fine animal hair (excl. sewing thread, yarn put up for retail sale and yarn of polyester, acrylic or modacrylic staple fibres)"
55099200,"yarn containing predominantly, but < 85% synthetic staple fibres by weight, mixed principally or solely with cotton (excl. sewing thread, yarn put up for retail sale and yarn of polyester, acrylic or modacrylic staple fibres)"
55099900,"yarn containing predominantly, but < 85% synthetic staple fibres by weight, other than that mixed principally or solely with cotton, wool or fine animal hair (excl. sewing thread, yarn put up for retail sale and yarn of polyester, acrylic or modacrylic staple fibres)"
55092200,"multiple ""folded"" or cabled yarn containing >= 85% polyester staple fibres by weight (excl. sewing thread and yarn put up for retail sale)"
55093100,single yarn containing >= 85% acrylic or modacrylic staple fibres by weight (excl. sewing thread and yarn put up for retail sale)
55093200,"multiple ""folded"" or cabled yarn containing >= 85% acrylic or modacrylic staple fibres by weight (excl. sewing thread and yarn put up for retail sale)"
55094100,"single yarn containing >= 85% synthetic staple fibres by weight (excl. sewing thread, yarn put up for retail sale and yarn of acrylic, modacrylic, polyester, nylon or other polyamide staple fibres)"
55132310,"woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing <= 170 g/m², in three-thread or four-thread twill, incl. cross twill, dyed"
55132390,"woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing <= 170 g/m², dyed (excl. those in three-thread or four-thread twill, incl. cross twill, and plain woven fabrics)"
55132900,"woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed principally or solely with cotton and weighing <= 170 g/m², dyed (excl. those of polyester staple fibres)"
55133100,"plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing <= 170 g/m², made of yarn of different colours"
55131300,"woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing <= 170 g/m², unbleached or bleached (excl. those in three-thread or four-thread twill, incl. cross twill, and plain woven fabrics)"
55131900,"woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed principally or solely with cotton and weighing <= 170 g/m², unbleached or bleached (excl. those of polyester staple fibres)"
55132100,"plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing <= 170 g/m², dyed"
551323,"woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing <= 170 g/m², dyed (excl. plain woven fabrics)"
55133900,"woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed principally or solely with cotton and weighing <= 170 g/m², made of yarn of different colours (excl. plain woven fabrics of polyester staple fibres)"
55134100,"plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing <= 170 g/m², printed"
55134900,"woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed principally or solely with cotton and weighing <= 170 g/m², printed (excl. plain woven fabrics of polyester staple fibres)"
